activity_ref_key,item_id,item_idx,description,quantity,price,classification,classificationDomain,supplierPartID,manufacturerPartID,manufacturerName,sku,item_expense_category_id,allowable_status,classification_confidence,unspsc_name
04bcb154-f942-4996-9c94-88a6e1acbb15,10028,10028,Whole grain oats that are perfect for breakfast or baking.,9,2.49,Unclassified,Technology,5d91c4f4-b197-4b37-8bc3-6c1bb53fdf2f,5d91c4f4-b197-4b37-8bc3-6c1bb53fdf2f,Evergreen Plastics,5d91c4f4-b197-4b37-8bc3-6c1bb53fdf2f,9,126,75,Cleaning Products
b0d48c5c-889d-4e96-a08b-fe107316e90e,10029,10029,"Marinated chicken skewers with lemon and dill flavor, grilled to perfection.",5,9.99,Public,Transportation,d5717162-99f9-49d5-9f12-2544547e4299,d5717162-99f9-49d5-9f12-2544547e4299,Atlas Engineering,d5717162-99f9-49d5-9f12-2544547e4299,5,125,41,Food and Beverage Products
228fadbd-3595-4636-852b-99f506c53e60,1003,1003,Compact keyboard for tablets and smartphones.,12,39.99,Internal Use Only,Pharmaceuticals,67d9a326-0da2-445c-af81-458efcc7a591,67d9a326-0da2-445c-af81-458efcc7a591,BlueWave Medical,67d9a326-0da2-445c-af81-458efcc7a591,12,67,94,Sports and Recreational Equipment
b4f99b8c-ef10-463d-aad8-3706d93f5f64,10030,10030,"A creamy blend of avocados and lime juice, great for spreads or dips.",5,2.49,Sensitive,Hospitality,56f808d9-24a2-43e9-b33c-d3e2d9bf1378,56f808d9-24a2-43e9-b33c-d3e2d9bf1378,NovaChem Labs,56f808d9-24a2-43e9-b33c-d3e2d9bf1378,5,105,37,Telecommunications Equipment
ddb5f60d-0fd5-4ecd-89a6-90eb2e71018f,10031,10031,Gentle grooming gloves for shedding pets.,12,9.99,Highly Confidential,Real Estate,6f22b981-1f3a-40aa-b22d-39c69e4d1dc2,6f22b981-1f3a-40aa-b22d-39c69e4d1dc2,Quantum Machinery,6f22b981-1f3a-40aa-b22d-39c69e4d1dc2,12,87,94,Personal Care Products
62c1cd32-55d2-45cc-92e5-e079eb80f655,10032,10032,Fresh greens and veggies for a quick Asian-inspired salad.,14,3.99,Unclassified,Entertainment,1573fafe-4f19-4085-b63a-114e94d7a875,1573fafe-4f19-4085-b63a-114e94d7a875,Starlight Components,1573fafe-4f19-4085-b63a-114e94d7a875,14,65,100,Printing and Photographic Equipment
6d16eb7c-ca3b-4a9b-bf2f-37de378efbfe,10033,10033,A rich coconut curry sauce perfect for simmering vegetables or meats.,7,3.99,Sensitive,Construction,a384727b-0a26-4d55-b642-adbcdbc254e7,a384727b-0a26-4d55-b642-adbcdbc254e7,Vertex Electronics,a384727b-0a26-4d55-b642-adbcdbc254e7,7,53,54,Agricultural Supplies
34f10914-e29d-42f3-8d91-1cb5c5bf5b19,10034,10034,Fun tabletop air hockey for home or office.,7,39.99,Confidential,Finance,a3def09f-ed83-4f26-b7af-99944a6b2ebe,a3def09f-ed83-4f26-b7af-99944a6b2ebe,Pioneer Manufacturing,a3def09f-ed83-4f26-b7af-99944a6b2ebe,7,83,55,Office Supplies
3f387933-7e06-496a-9792-e3aa58246475,10035,10035,"A ready-to-eat soup with coconut milk, spices, and vegetables.",12,3.99,Proprietary,Insurance,fc389250-785f-4bc4-96eb-f44c4328f41f,fc389250-785f-4bc4-96eb-f44c4328f41f,BlueWave Medical,fc389250-785f-4bc4-96eb-f44c4328f41f,12,114,93,Clothing and Apparel
de22ec2d-bad3-42ce-b85a-60c26d0faee8,10036,10036,"Crispy fries tossed in truffle oil and parmesan, a gourmet snack.",12,4.99,For Official Use Only,Healthcare,f2ce03be-a7a2-4231-a765-5b5b1b33c54b,f2ce03be-a7a2-4231-a765-5b5b1b33c54b,Ironclad Tools,f2ce03be-a7a2-4231-a765-5b5b1b33c54b,12,54,93,Computer Hardware
34cad9e8-3d0e-47ef-9462-f0c70ea23a6f,10037,10037,Rich almond butter encased in dark chocolate.,11,4.99,Public,Telecommunications,77099f2f-a2a8-4ddd-8d79-a0678bd8cf54,77099f2f-a2a8-4ddd-8d79-a0678bd8cf54,Acme Industries,77099f2f-a2a8-4ddd-8d79-a0678bd8cf54,11,49,88,Furniture and Furnishings
b11cf8a0-b8fe-4767-97b9-0b1ab8c6a04d,10038,10038,Wireless earbuds designed for immersive sound experience.,9,79.99,Restricted,Legal,5b133056-c7df-498b-862e-22ca94df6a21,5b133056-c7df-498b-862e-22ca94df6a21,Pioneer Manufacturing,5b133056-c7df-498b-862e-22ca94df6a21,9,35,75,Safety and Security Equipment
4a49eebd-0f42-4f71-b10b-19ad5a149df5,10039,10039,"Crunchy and sweet banana chips, a great on-the-go snack.",7,1.99,Top Secret,Manufacturing,5c7d8158-ac8a-4416-ac9e-a05b29821fbf,5c7d8158-ac8a-4416-ac9e-a05b29821fbf,Evergreen Plastics,5c7d8158-ac8a-4416-ac9e-a05b29821fbf,7,67,52,Construction Materials
57a51eed-ef47-41d6-87e2-ae7085c94bf3,1004,1004,Savory soup made with leeks and potatoes.,10,3.29,Restricted,Finance,3fb5bf6e-fe08-43e9-b7a6-772648041616,3fb5bf6e-fe08-43e9-b7a6-772648041616,Ironclad Tools,3fb5bf6e-fe08-43e9-b7a6-772648041616,10,5,79,Office Supplies
f29679f5-d762-4270-9c13-73bd2f5ee0bb,10040,10040,Mild cheese great for sandwiches.,6,3.99,Internal Use Only,Government,79367dc9-353d-4836-ac57-fe7e84a76083,79367dc9-353d-4836-ac57-fe7e84a76083,EcoBuild Systems,79367dc9-353d-4836-ac57-fe7e84a76083,6,58,51,Automotive Parts
fbf81b56-bf7d-48e6-99e2-c64b09de701f,10041,10041,Instant oatmeal cups with blueberries for an easy breakfast.,11,3.29,Sensitive,Construction,fd3cd4b2-b777-4c5d-85d2-701dc8c9ef30,fd3cd4b2-b777-4c5d-85d2-701dc8c9ef30,Summit Automotive,fd3cd4b2-b777-4c5d-85d2-701dc8c9ef30,11,37,89,Agricultural Supplies
213cae15-b5cc-4ec4-b5c7-d871a8b57dd9,10042,10042,Essential ingredient for baking fluffy cakes and pastries.,7,1.79,Confidential,Hospitality,cd3eb565-d270-4b46-b798-dccf8462453f,cd3eb565-d270-4b46-b798-dccf8462453f,NovaChem Labs,cd3eb565-d270-4b46-b798-dccf8462453f,7,11,54,Telecommunications Equipment
3998236a-217e-4012-bc37-23ea1f3fcc58,10043,10043,Tempered glass screen protector for smartphones.,3,12.99,Proprietary,Telecommunications,fb5e7571-ed34-4d29-857b-ee06252db5e5,fb5e7571-ed34-4d29-857b-ee06252db5e5,Atlas Engineering,fb5e7571-ed34-4d29-857b-ee06252db5e5,3,66,28,Furniture and Furnishings
a95b47c5-5ca0-4d23-9164-7fc04d85470b,10044,10044,Artisan bread with caraway seeds for added flavor.,13,4.79,For Official Use Only,Insurance,f27b7a67-7d48-431a-a7b2-cdafb7e05280,f27b7a67-7d48-431a-a7b2-cdafb7e05280,Precision Optics,f27b7a67-7d48-431a-a7b2-cdafb7e05280,13,12,100,Clothing and Apparel
ea54dab2-c5d0-497b-8470-914f2ec0d83b,10045,10045,Durable and non-stick ceramic cookware for healthy cooking.,6,179.99,Public,Manufacturing,d950bc1e-5b73-4fd3-a9b1-75dca44d2214,d950bc1e-5b73-4fd3-a9b1-75dca44d2214,Quantum Machinery,d950bc1e-5b73-4fd3-a9b1-75dca44d2214,6,106,50,Construction Materials
7b6ef892-7d99-4968-af5f-c77f1f7e0ef3,10046,10046,Spicy and tangy chili sauce for adding heat to any dish.,8,2.99,Restricted,Transportation,81a4d288-df0c-4f9e-8a11-ab57b5df762d,81a4d288-df0c-4f9e-8a11-ab57b5df762d,Vertex Electronics,81a4d288-df0c-4f9e-8a11-ab57b5df762d,8,92,64,Food and Beverage Products
0206f38d-2ff0-4acc-a6c9-17b5cf5fb7e9,10047,10047,Fiery hot sauce made with fresh habaneros and spices.,14,3.79,Top Secret,Automotive,7a2d90ae-0403-40a6-8221-1cea06f9638a,7a2d90ae-0403-40a6-8221-1cea06f9638a,GlobalTech Solutions,7a2d90ae-0403-40a6-8221-1cea06f9638a,14,13,100,Packaging Materials
d74009cb-85f3-4833-9618-492f2cf525de,10048,10048,"Nutritious chia seed pudding in vanilla flavor, ready to eat.",10,3.99,Internal Use Only,Pharmaceuticals,a3a396a7-ed9f-4747-bfc5-7a8033c7490a,a3a396a7-ed9f-4747-bfc5-7a8033c7490a,Starlight Components,a3a396a7-ed9f-4747-bfc5-7a8033c7490a,10,70,79,Sports and Recreational Equipment
91b401ea-74da-4dd8-8334-eef98f902214,10049,10049,Weighted jump rope that counts jumps and calories burned.,17,15.99,Highly Confidential,Food Services,8c918420-3498-4357-9c9a-ce3fa5e7165f,8c918420-3498-4357-9c9a-ce3fa5e7165f,BlueWave Medical,8c918420-3498-4357-9c9a-ce3fa5e7165f,17,59,100,Software and Licenses
40450cb5-74d7-407b-a946-defd6270ad4e,1005,1005,A cozy long cardigan designed for layering in any season.,10,45.99,Sensitive,Legal,932b6e50-e6db-4720-96fd-70c171dc07cd,932b6e50-e6db-4720-96fd-70c171dc07cd,Quantum Machinery,932b6e50-e6db-4720-96fd-70c171dc07cd,10,84,81,Safety and Security Equipment
6b46cf37-599a-4230-88ef-ecb07e99d42b,10050,10050,Stackable containers for organizing snacks and treats.,13,19.99,Unclassified,Legal,a10ab589-8dea-4de3-9842-212c5d16eb39,a10ab589-8dea-4de3-9842-212c5d16eb39,Sunrise Textiles,a10ab589-8dea-4de3-9842-212c5d16eb39,13,93,100,Safety and Security Equipment
49c83f25-68a2-4c49-93c4-9039073e6a85,10051,10051,Cold pasta salad tossed with pesto and fresh vegetables.,11,4.99,Restricted,Technology,829d2480-3afe-4bc6-a732-7d6e7e6817c3,829d2480-3afe-4bc6-a732-7d6e7e6817c3,Starlight Components,829d2480-3afe-4bc6-a732-7d6e7e6817c3,11,78,89,Cleaning Products
6478bc6f-54e0-4bba-81e2-1e7a61732014,10052,10052,Salty pretzels filled with creamy peanut butter.,5,3.99,Confidential,Government,b97e4ef0-0687-46c0-8fca-af484fa8ab21,b97e4ef0-0687-46c0-8fca-af484fa8ab21,Precision Optics,b97e4ef0-0687-46c0-8fca-af484fa8ab21,5,52,38,Automotive Parts
9e6769ae-0cbc-4992-ab4d-7510a3a4ff57,10053,10053,"Thin rice noodles, ideal for stir-fries and soups.",10,3.49,Internal Use Only,Healthcare,25a81f50-d55e-44bc-b122-5fb97b9289a8,25a81f50-d55e-44bc-b122-5fb97b9289a8,Quantum Machinery,25a81f50-d55e-44bc-b122-5fb97b9289a8,10,124,78,Computer Hardware
a593da90-558c-413e-8dd5-260b8d70b8ee,10054,10054,Comfortable carrier for small pets during travel.,5,39.99,Public,Real Estate,e3008e03-5cb9-47dd-9ea1-60edea83c7fe,e3008e03-5cb9-47dd-9ea1-60edea83c7fe,Pioneer Manufacturing,e3008e03-5cb9-47dd-9ea1-60edea83c7fe,5,86,37,Personal Care Products
c59f0bb0-b3a3-4c11-baa7-e26b06e69a37,10055,10055,Complete tattoo kit for beginners and professionals.,8,99.99,Sensitive,Entertainment,03e7bfce-fb53-4631-b0ed-fdc98b7d0dbc,03e7bfce-fb53-4631-b0ed-fdc98b7d0dbc,Ironclad Tools,03e7bfce-fb53-4631-b0ed-fdc98b7d0dbc,8,55,65,Printing and Photographic Equipment
da40b39e-d978-48b9-93a2-ecd103985e65,10056,10056,Use this foam roller for effective post-workout recovery.,6,29.99,Top Secret,Agriculture,5608a18f-4d3c-4fc1-a6e4-dbcfb86c2057,5608a18f-4d3c-4fc1-a6e4-dbcfb86c2057,Summit Automotive,5608a18f-4d3c-4fc1-a6e4-dbcfb86c2057,6,50,49,Industrial Machinery
16744b19-c01e-4bc2-b826-527551d58a6b,10057,10057,Fresh kale with Caesar dressing and croutons.,10,5.99,Proprietary,Energy,1913faf8-7ff7-4804-b0bd-1942a6fa9b05,1913faf8-7ff7-4804-b0bd-1942a6fa9b05,BlueWave Medical,1913faf8-7ff7-4804-b0bd-1942a6fa9b05,10,71,80,Electrical Components
3c22131b-7a6f-409d-b14e-bbdfa1a03020,10058,10058,"Rich and creamy dip made with real avocado, great for chips.",14,3.49,For Official Use Only,Retail,c81553d9-d04a-4040-956b-a6ec9638935a,c81553d9-d04a-4040-956b-a6ec9638935a,Atlas Engineering,c81553d9-d04a-4040-956b-a6ec9638935a,14,84,100,Laboratory Instruments
6e69ae3a-ad19-4576-8b1c-4c87031a004e,10059,10059,"Sustainable tank top made of bamboo cotton, offering breathability and comfort.",13,22.99,Highly Confidential,Finance,a351f04b-b543-4592-a889-28099c76b5f6,a351f04b-b543-4592-a889-28099c76b5f6,Acme Industries,a351f04b-b543-4592-a889-28099c76b5f6,13,7,100,Office Supplies
1c356048-c17f-4204-9f50-00303b25eef6,1006,1006,"A sweet and tangy dressing made with figs and balsamic vinegar, great on salads.",7,3.79,Proprietary,Hospitality,65d1d766-fd68-44df-9826-934301a4e1ec,65d1d766-fd68-44df-9826-934301a4e1ec,NovaChem Labs,65d1d766-fd68-44df-9826-934301a4e1ec,7,47,53,Telecommunications Equipment
ebf7b622-6877-4f65-9b5e-297f2b5683ee,10060,10060,Perfectly balanced sweet and tangy BBQ sauce for dipping or grilling.,4,3.49,Unclassified,Education,3e41b758-5230-4a4c-ae75-edc0d89a0967,3e41b758-5230-4a4c-ae75-edc0d89a0967,NovaChem Labs,3e41b758-5230-4a4c-ae75-edc0d89a0967,4,31,35,Medical Equipment
91539889-d8aa-4882-9bc8-3068aea1072d,10061,10061,Complete set for grilling and tailgating fun.,13,89.99,Proprietary,Education,bdfd0fa7-3aea-45df-ac33-3b83aeb68585,bdfd0fa7-3aea-45df-ac33-3b83aeb68585,Evergreen Plastics,bdfd0fa7-3aea-45df-ac33-3b83aeb68585,13,96,100,Medical Equipment
d690962d-d698-48b6-a3cb-e81166f6abaf,10062,10062,Durable tablet designed for kids with parental controls.,13,129.99,Unclassified,Entertainment,c5cc5a48-ced6-4232-8702-2110cc5df78c,c5cc5a48-ced6-4232-8702-2110cc5df78c,GlobalTech Solutions,c5cc5a48-ced6-4232-8702-2110cc5df78c,13,15,100,Printing and Photographic Equipment
9dab7e7e-7fe1-4b74-856a-8c7cd677c5eb,10063,10063,Compact electric scooter for commuting and short trips.,15,349.99,For Official Use Only,Food Services,63acd5ad-8476-479a-a9c9-875716e53bf4,63acd5ad-8476-479a-a9c9-875716e53bf4,EcoBuild Systems,63acd5ad-8476-479a-a9c9-875716e53bf4,15,48,100,Software and Licenses
0d5578e1-11f3-4873-a8fb-c99b8ec92042,10064,10064,Delicious cookies with cranberries and almonds in every bite.,14,4.29,Restricted,Government,d87162b7-03ee-4435-9614-823cc48a5b30,d87162b7-03ee-4435-9614-823cc48a5b30,Vertex Electronics,d87162b7-03ee-4435-9614-823cc48a5b30,14,1,100,Automotive Parts
72462dad-79cc-478f-961f-17fd00dd1000,10065,10065,"Crispy baked radish chips, a healthy snack alternative.",8,2.89,Confidential,Agriculture,645f1bea-a197-4f66-aa40-87a159b28bcd,645f1bea-a197-4f66-aa40-87a159b28bcd,Sunrise Textiles,645f1bea-a197-4f66-aa40-87a159b28bcd,8,104,62,Industrial Machinery
5c9eb146-8e7d-433b-85b0-3415e5700f7b,10066,10066,Training tool for reinforcing commands and behavior in dogs.,14,5.99,Public,Retail,6a8c6a04-2abd-48f2-8aee-7efd172fb4d5,6a8c6a04-2abd-48f2-8aee-7efd172fb4d5,NovaChem Labs,6a8c6a04-2abd-48f2-8aee-7efd172fb4d5,14,90,100,Laboratory Instruments
