activity_ref_key,item_id,item_idx,description,quantity,price,classification,classificationDomain,supplierPartID,manufacturerPartID,manufacturerName,sku,item_expense_category_id,allowable_status,classification_confidence,unspsc_name
0041cc07-fa0e-41b6-b7a2-d3d75c9e9547,8e1370d1-50e0-45ac-8ae4-dd1c703af3de,13046,"Ready-to-eat chia seed pudding made with coconut milk, perfect for breakfast or dessert.",6,2.99,For Official Use Only,Government,8e1370d1-50e0-45ac-8ae4-dd1c703af3de,8e1370d1-50e0-45ac-8ae4-dd1c703af3de,Evergreen Plastics,8e1370d1-50e0-45ac-8ae4-dd1c703af3de,6,101,50,Automotive Parts
00421921-fe6e-439e-83f3-002ec6119880,24677ad1-b48b-4c63-862a-471021698401,15301,A convenient meal kit for making a delicious beef taco skillet at home.,11,8.49,Sensitive,Government,24677ad1-b48b-4c63-862a-471021698401,24677ad1-b48b-4c63-862a-471021698401,Quantum Machinery,24677ad1-b48b-4c63-862a-471021698401,11,31,90,Automotive Parts
0042e2d4-c9db-4e2d-a782-7eb33a79f1f9,b67532ef-e4c1-49e3-8b6e-d60fd4268fd2,6354,High-quality matcha powder for smoothies and baking.,6,15.99,Unclassified,Government,b67532ef-e4c1-49e3-8b6e-d60fd4268fd2,b67532ef-e4c1-49e3-8b6e-d60fd4268fd2,Quantum Machinery,b67532ef-e4c1-49e3-8b6e-d60fd4268fd2,6,34,47,Automotive Parts
004c4bb9-1273-4c77-9763-a8fa8645292f,2b55b0cf-ebbd-433c-bb90-4b40182432ba,7728,Make delicious ice cream at home with this user-friendly machine.,15,59.99,Highly Confidential,Healthcare,2b55b0cf-ebbd-433c-bb90-4b40182432ba,2b55b0cf-ebbd-433c-bb90-4b40182432ba,Evergreen Plastics,2b55b0cf-ebbd-433c-bb90-4b40182432ba,15,45,100,Computer Hardware
004f4d63-616b-4b57-9455-53e050c13f81,cce8b51d-3915-4800-9d81-959dca6ea200,7621,Personalized wooden puzzles for children that encourage learning.,17,29.99,Internal Use Only,Automotive,cce8b51d-3915-4800-9d81-959dca6ea200,cce8b51d-3915-4800-9d81-959dca6ea200,Ironclad Tools,cce8b51d-3915-4800-9d81-959dca6ea200,17,29,100,Packaging Materials
005021d6-04fa-4cde-8964-8a6716fb1042,d6527cc9-cb43-4bbb-8e4f-a344de7a44ca,12695,A convenient powder mix combining greens and fruits for smoothies.,14,5.99,Sensitive,Hospitality,d6527cc9-cb43-4bbb-8e4f-a344de7a44ca,d6527cc9-cb43-4bbb-8e4f-a344de7a44ca,Ironclad Tools,d6527cc9-cb43-4bbb-8e4f-a344de7a44ca,14,110,100,Telecommunications Equipment
0052b9c8-85ae-4369-b368-d6287ac1d339,d569cf38-c1f6-499e-a789-bf5a320e00c1,1304,"Fresh and tart organic green apples, great for snacking or baking.",8,1.49,Highly Confidential,Automotive,d569cf38-c1f6-499e-a789-bf5a320e00c1,d569cf38-c1f6-499e-a789-bf5a320e00c1,Starlight Components,d569cf38-c1f6-499e-a789-bf5a320e00c1,8,104,61,Packaging Materials
0054974f-6212-42bb-ab8f-8aa363305efb,98a8158f-84ea-47ac-9121-4684a4d40f0c,19434,Water bottle designed to infuse flavors from fruits.,7,15.99,Top Secret,Finance,98a8158f-84ea-47ac-9121-4684a4d40f0c,98a8158f-84ea-47ac-9121-4684a4d40f0c,Acme Industries,98a8158f-84ea-47ac-9121-4684a4d40f0c,7,127,54,Office Supplies
0057b7fa-8cab-420d-a253-1a345f18bf4e,1070f5ae-cffb-46be-8878-13756b3bb719,6626,DIY kit to make your own elderberry syrup.,7,22.99,Unclassified,Real Estate,1070f5ae-cffb-46be-8878-13756b3bb719,1070f5ae-cffb-46be-8878-13756b3bb719,Starlight Components,1070f5ae-cffb-46be-8878-13756b3bb719,7,0,54,Personal Care Products
00586a3a-ead6-495a-a07b-d8fb75b490e8,02a83891-0f0f-48fa-a45e-9c81808795b5,19601,"Fluffy quinoa mixed with lemon zest and herbs, a perfect side.",13,3.49,Sensitive,Technology,02a83891-0f0f-48fa-a45e-9c81808795b5,02a83891-0f0f-48fa-a45e-9c81808795b5,Atlas Engineering,02a83891-0f0f-48fa-a45e-9c81808795b5,13,94,100,Cleaning Products
005af71d-2510-4ee6-8f06-68c22b3dfaaa,f7053286-50ab-4b43-8105-4b8784b8b96c,6056,Reusable mat that prevents food from sticking to the grill.,9,19.99,Confidential,Finance,f7053286-50ab-4b43-8105-4b8784b8b96c,f7053286-50ab-4b43-8105-4b8784b8b96c,Starlight Components,f7053286-50ab-4b43-8105-4b8784b8b96c,9,7,74,Office Supplies
0060a74c-4a34-4c8d-befa-2fe541d1468b,dfc31296-a75d-4a69-b199-f2b3e99dde37,13201,"High in protein, perfect for soups and stews.",4,2.99,Proprietary,Education,dfc31296-a75d-4a69-b199-f2b3e99dde37,dfc31296-a75d-4a69-b199-f2b3e99dde37,NovaChem Labs,dfc31296-a75d-4a69-b199-f2b3e99dde37,4,59,30,Medical Equipment
0062b3e5-8718-4c40-b21f-65ef3c017edd,2f4bd77b-d840-4bb2-959b-c1c4517e5d20,1578,Compact camp stove for outdoor cooking.,10,49.99,Restricted,Technology,2f4bd77b-d840-4bb2-959b-c1c4517e5d20,2f4bd77b-d840-4bb2-959b-c1c4517e5d20,Acme Industries,2f4bd77b-d840-4bb2-959b-c1c4517e5d20,10,19,81,Cleaning Products
006564e7-7403-4c3f-9e46-40b2fdbf561e,0940a3ea-93e1-4904-8655-e02f1420c6a8,1732,Everything you need for a fresh and delicious Caesar salad.,3,4.99,Sensitive,Automotive,0940a3ea-93e1-4904-8655-e02f1420c6a8,0940a3ea-93e1-4904-8655-e02f1420c6a8,Pioneer Manufacturing,0940a3ea-93e1-4904-8655-e02f1420c6a8,3,110,22,Packaging Materials
006e8a1a-1dc7-4d67-9ca0-ec9f14eeb9d5,0b1e9ec3-cbe5-46ac-97a0-c54cadce3450,16660,Versatile canvas sneakers suitable for everyday wear with a comfortable fit.,7,39.99,Highly Confidential,Automotive,0b1e9ec3-cbe5-46ac-97a0-c54cadce3450,0b1e9ec3-cbe5-46ac-97a0-c54cadce3450,NovaChem Labs,0b1e9ec3-cbe5-46ac-97a0-c54cadce3450,7,27,60,Packaging Materials
0071ea43-09c8-4d0a-b596-b619fc5d1091,b04024cc-33b6-42be-8d8c-fcb5f2f46162,13870,Delicious frozen pizza with a variety of toppings.,9,7.99,Restricted,Legal,b04024cc-33b6-42be-8d8c-fcb5f2f46162,b04024cc-33b6-42be-8d8c-fcb5f2f46162,BlueWave Medical,b04024cc-33b6-42be-8d8c-fcb5f2f46162,9,106,70,Safety and Security Equipment
007262d0-d680-406b-be0e-7f5fa39f9f60,1667dee8-fb74-438f-a786-9929ac79382e,4416,Noise-cancelling Bluetooth headphones for immersive sound.,15,79.99,Unclassified,Telecommunications,1667dee8-fb74-438f-a786-9929ac79382e,1667dee8-fb74-438f-a786-9929ac79382e,EcoBuild Systems,1667dee8-fb74-438f-a786-9929ac79382e,15,53,100,Furniture and Furnishings
0072a94d-869b-4143-8a4b-f9616e2ad3e8,9014f30f-255c-4064-a8f4-34ad6c23199c,16644,"Fluffy couscous that cooks in just minutes, perfect as a side.",5,2.49,Sensitive,Food Services,9014f30f-255c-4064-a8f4-34ad6c23199c,9014f30f-255c-4064-a8f4-34ad6c23199c,Pioneer Manufacturing,9014f30f-255c-4064-a8f4-34ad6c23199c,5,50,41,Software and Licenses
0073f153-876d-401c-a985-8b82711c4f01,d3a1ffdc-138c-4234-aad6-d4390a203dc0,2147,Frozen mix for quick berry smoothies.,6,4.99,Internal Use Only,Manufacturing,d3a1ffdc-138c-4234-aad6-d4390a203dc0,d3a1ffdc-138c-4234-aad6-d4390a203dc0,Quantum Machinery,d3a1ffdc-138c-4234-aad6-d4390a203dc0,6,126,51,Construction Materials
0074d0b3-c24d-4cb1-bec7-1473a2819fe7,688afdeb-14b6-425d-8ebf-5611a04ac079,12034,Genuine leather wallet with multiple compartments.,5,49.99,Restricted,Food Services,688afdeb-14b6-425d-8ebf-5611a04ac079,688afdeb-14b6-425d-8ebf-5611a04ac079,Quantum Machinery,688afdeb-14b6-425d-8ebf-5611a04ac079,5,36,38,Software and Licenses
007554e0-8255-4326-ae11-acf8482c5af2,069be052-c23f-4fa8-8075-babc5d1088b6,14301,Non-stick and heat-resistant utensils for cooking.,16,34.99,For Official Use Only,Pharmaceuticals,069be052-c23f-4fa8-8075-babc5d1088b6,069be052-c23f-4fa8-8075-babc5d1088b6,Precision Optics,069be052-c23f-4fa8-8075-babc5d1088b6,16,3,100,Sports and Recreational Equipment
007569cd-18f9-4fc7-9835-569c043a4f2c,d00acdb7-8102-4d61-9b00-a27f45393365,9990,Adjustable footrest for improved comfort while sitting.,16,29.99,Highly Confidential,Hospitality,d00acdb7-8102-4d61-9b00-a27f45393365,d00acdb7-8102-4d61-9b00-a27f45393365,Quantum Machinery,d00acdb7-8102-4d61-9b00-a27f45393365,16,69,100,Telecommunications Equipment
0076fe1b-68d2-443f-86bd-f97107ab8ee2,cfffe078-9c8c-4dc1-b9a1-294732c097e1,8521,Crunchy granola with maple flavor and almond pieces for breakfast.,4,5.49,For Official Use Only,Legal,cfffe078-9c8c-4dc1-b9a1-294732c097e1,cfffe078-9c8c-4dc1-b9a1-294732c097e1,Precision Optics,cfffe078-9c8c-4dc1-b9a1-294732c097e1,4,49,32,Safety and Security Equipment
007ad126-7bfd-4e69-88b7-fc25922310cb,77170963-bbb3-4e00-9696-b62c3c164db5,11211,A nourishing bowl of sweet potatoes and chickpeas with spices.,11,6.49,Sensitive,Manufacturing,77170963-bbb3-4e00-9696-b62c3c164db5,77170963-bbb3-4e00-9696-b62c3c164db5,Acme Industries,77170963-bbb3-4e00-9696-b62c3c164db5,11,68,85,Construction Materials
007ad6c8-57c3-4bc1-90cb-d5347a08fbcd,6b79da3e-a69a-4e33-b062-a5bd8ea5eb7d,16344,"Bartender kit with shaker, jigger, and strainer.",8,29.99,Top Secret,Transportation,6b79da3e-a69a-4e33-b062-a5bd8ea5eb7d,6b79da3e-a69a-4e33-b062-a5bd8ea5eb7d,GlobalTech Solutions,6b79da3e-a69a-4e33-b062-a5bd8ea5eb7d,8,98,64,Food and Beverage Products
007ee817-a417-4b04-b68f-c37a32cd35d7,49f0bc52-ab8f-4df5-b246-0ea8618d4b57,5450,Wireless headphones with noise-canceling features.,11,79.99,For Official Use Only,Hospitality,49f0bc52-ab8f-4df5-b246-0ea8618d4b57,49f0bc52-ab8f-4df5-b246-0ea8618d4b57,EcoBuild Systems,49f0bc52-ab8f-4df5-b246-0ea8618d4b57,11,75,89,Telecommunications Equipment
00812967-c194-48c7-bada-9bd21d31dbc9,8f7a8c14-759b-4bbb-8462-279ade9375a4,17098,"Salmon fillets seasoned with lemon and dill, perfect for grilling.",11,9.99,Sensitive,Automotive,8f7a8c14-759b-4bbb-8462-279ade9375a4,8f7a8c14-759b-4bbb-8462-279ade9375a4,Sunrise Textiles,8f7a8c14-759b-4bbb-8462-279ade9375a4,11,24,91,Packaging Materials
0088fd11-9739-4386-b028-65eb70ab3f8b,1c096ae8-a386-4b5b-bbf3-528d5b92a958,5510,Soft corner protectors to keep babies safe at home.,15,9.99,Internal Use Only,Education,1c096ae8-a386-4b5b-bbf3-528d5b92a958,1c096ae8-a386-4b5b-bbf3-528d5b92a958,Evergreen Plastics,1c096ae8-a386-4b5b-bbf3-528d5b92a958,15,80,100,Medical Equipment
0092bbdf-441c-42b9-b0b3-4672960503ee,ede06a46-2b8b-4cdf-82fa-0acefd40ed3d,3887,"Trendy high-low tee with a relaxed fit, ideal for weekends.",6,22.99,Highly Confidential,Healthcare,ede06a46-2b8b-4cdf-82fa-0acefd40ed3d,ede06a46-2b8b-4cdf-82fa-0acefd40ed3d,Atlas Engineering,ede06a46-2b8b-4cdf-82fa-0acefd40ed3d,6,5,47,Computer Hardware
0098c99e-9525-44ef-a537-889e34572769,d79b8fb7-7ce5-4778-b5d3-b4a5e977237b,13311,Durable lunch box designed to keep food fresh and cool.,4,24.99,Confidential,Technology,d79b8fb7-7ce5-4778-b5d3-b4a5e977237b,d79b8fb7-7ce5-4778-b5d3-b4a5e977237b,Sunrise Textiles,d79b8fb7-7ce5-4778-b5d3-b4a5e977237b,4,78,34,Cleaning Products
009b6178-aec2-4ab7-bad4-405a4cea700e,efe754a4-ad87-4783-b8ae-bc991b878b75,4342,Stylish holder for organizing cooking utensils.,13,14.99,Internal Use Only,Construction,efe754a4-ad87-4783-b8ae-bc991b878b75,efe754a4-ad87-4783-b8ae-bc991b878b75,Ironclad Tools,efe754a4-ad87-4783-b8ae-bc991b878b75,13,92,100,Agricultural Supplies
009d402d-5e46-4be4-997a-29c94862f61b,a4885703-484a-4c6f-93a1-660c4675dc6a,5250,Just add water for a hearty cheese and broccoli soup in minutes.,8,2.99,Confidential,Transportation,a4885703-484a-4c6f-93a1-660c4675dc6a,a4885703-484a-4c6f-93a1-660c4675dc6a,BlueWave Medical,a4885703-484a-4c6f-93a1-660c4675dc6a,8,46,65,Food and Beverage Products
009e632f-fe10-47b2-b306-f71a9034d552,d9c16889-b80c-473b-99a9-0038152fec29,6464,Compact fire pit for campfires and gatherings.,10,149.99,For Official Use Only,Energy,d9c16889-b80c-473b-99a9-0038152fec29,d9c16889-b80c-473b-99a9-0038152fec29,GlobalTech Solutions,d9c16889-b80c-473b-99a9-0038152fec29,10,114,78,Electrical Components
009e6b3b-782e-4d14-bcf6-9d629fb3269d,1d2c992d-dc9c-4dbe-9c6b-5dcd47f21847,13253,Roasted cashews coated in honey and sesame seeds for a sweet treat.,11,4.49,For Official Use Only,Healthcare,1d2c992d-dc9c-4dbe-9c6b-5dcd47f21847,1d2c992d-dc9c-4dbe-9c6b-5dcd47f21847,Starlight Components,1d2c992d-dc9c-4dbe-9c6b-5dcd47f21847,11,95,86,Computer Hardware
009f89d3-d2a8-4c3b-a3dc-c5b14ee6be8a,994c1765-cc78-4792-a803-a261f127c2f6,7503,Eco-friendly bamboo toothbrush for sustainable living.,14,5.99,Public,Automotive,994c1765-cc78-4792-a803-a261f127c2f6,994c1765-cc78-4792-a803-a261f127c2f6,NovaChem Labs,994c1765-cc78-4792-a803-a261f127c2f6,14,55,100,Packaging Materials
00a05008-f864-4cc2-8d6f-13a7f048723c,19d8bae4-d240-4480-a91f-64620f22b03a,7578,Comfortable slim fit chinos for a polished look.,15,54.99,Proprietary,Finance,19d8bae4-d240-4480-a91f-64620f22b03a,19d8bae4-d240-4480-a91f-64620f22b03a,Precision Optics,19d8bae4-d240-4480-a91f-64620f22b03a,15,100,100,Office Supplies
00a21635-9a18-4518-804a-0c516f004630,83b1669d-628f-4e3e-9f01-ad85bdb50a0f,12135,Charge multiple devices with this sleek charging station.,10,39.99,Internal Use Only,Education,83b1669d-628f-4e3e-9f01-ad85bdb50a0f,83b1669d-628f-4e3e-9f01-ad85bdb50a0f,GlobalTech Solutions,83b1669d-628f-4e3e-9f01-ad85bdb50a0f,10,63,78,Medical Equipment
00a5797e-3fbb-4e21-84f7-2f184ec5e08b,dfc68362-7a48-4555-917c-c00c6bbdf274,10344,Eco-friendly cutting board that is safe for dishwashers.,13,22.99,Top Secret,Government,dfc68362-7a48-4555-917c-c00c6bbdf274,dfc68362-7a48-4555-917c-c00c6bbdf274,Sunrise Textiles,dfc68362-7a48-4555-917c-c00c6bbdf274,13,117,100,Automotive Parts
00ae2719-b3ce-45da-8ba6-2d20f08d4f9a,56332ffb-e61a-41bf-976d-026f9fcca1b2,11395,Heavy-duty grill pan for indoor grilling.,12,39.99,Unclassified,Construction,56332ffb-e61a-41bf-976d-026f9fcca1b2,56332ffb-e61a-41bf-976d-026f9fcca1b2,Ironclad Tools,56332ffb-e61a-41bf-976d-026f9fcca1b2,12,94,96,Agricultural Supplies
00ae768c-b1ad-42cf-9edf-6445ab6df056,3cad5639-01dd-4059-b128-8dc9bf25a174,10234,"Fresh thyme, perfect for seasoning dishes.",13,2.49,Proprietary,Energy,3cad5639-01dd-4059-b128-8dc9bf25a174,3cad5639-01dd-4059-b128-8dc9bf25a174,NovaChem Labs,3cad5639-01dd-4059-b128-8dc9bf25a174,13,118,100,Electrical Components
00bf53ee-e9a7-42b3-9627-7544e6cc6952,1d3a26c7-104b-4c53-8d81-97150d49b3ba,11355,Wax warmer for creating a soothing atmosphere with fragrances.,6,22.99,Highly Confidential,Legal,1d3a26c7-104b-4c53-8d81-97150d49b3ba,1d3a26c7-104b-4c53-8d81-97150d49b3ba,Quantum Machinery,1d3a26c7-104b-4c53-8d81-97150d49b3ba,6,49,44,Safety and Security Equipment
00c451ed-ea2e-4207-a9e5-effba80b0e83,6b97b601-beab-4a57-81f2-a3d0e1e500c8,2732,A blend of spices that brings the taste of fall to your baked goods.,11,2.99,Unclassified,Finance,6b97b601-beab-4a57-81f2-a3d0e1e500c8,6b97b601-beab-4a57-81f2-a3d0e1e500c8,GlobalTech Solutions,6b97b601-beab-4a57-81f2-a3d0e1e500c8,11,6,89,Office Supplies
00cdd420-7a66-483c-954a-e5811362102d,800cd81f-364d-4299-8b68-b3dbd616f3f0,18547,"A flavorful garlic butter blend, perfect for cooking or baking.",11,3.99,Proprietary,Insurance,800cd81f-364d-4299-8b68-b3dbd616f3f0,800cd81f-364d-4299-8b68-b3dbd616f3f0,Ironclad Tools,800cd81f-364d-4299-8b68-b3dbd616f3f0,11,25,86,Clothing and Apparel
00cfa64e-63ae-48e0-9073-fa93052db648,8536dcdf-e58d-4b29-8f57-05f9691d5510,7548,"Crispy baked radish chips, a healthy snack alternative.",16,2.89,Top Secret,Energy,8536dcdf-e58d-4b29-8f57-05f9691d5510,8536dcdf-e58d-4b29-8f57-05f9691d5510,Evergreen Plastics,8536dcdf-e58d-4b29-8f57-05f9691d5510,16,115,100,Electrical Components
00d4696d-dbd6-46e6-ba21-ad3e8f1b26f1,60c204f1-df0f-4688-a759-0bd738b67234,11365,Smooth and creamy smoothie made with peanut butter and banana.,6,3.99,Sensitive,Manufacturing,60c204f1-df0f-4688-a759-0bd738b67234,60c204f1-df0f-4688-a759-0bd738b67234,Starlight Components,60c204f1-df0f-4688-a759-0bd738b67234,6,22,46,Construction Materials
00d62197-cd3e-4bf2-98da-ac6056364f5c,04969a2f-7dde-43ba-99b2-8e450d654f98,17722,"Light and crispy chips made from quinoa, ideal for dipping.",13,3.99,Sensitive,Retail,04969a2f-7dde-43ba-99b2-8e450d654f98,04969a2f-7dde-43ba-99b2-8e450d654f98,Evergreen Plastics,04969a2f-7dde-43ba-99b2-8e450d654f98,13,95,100,Laboratory Instruments
00d97783-cb97-4c86-8d26-2ead05ba0390,79f1ace2-aaf0-4acb-a863-7ce3ff0baafd,14146,"Crunchy, seasoned chickpeas for a wholesome snack.",17,3.49,Unclassified,Insurance,79f1ace2-aaf0-4acb-a863-7ce3ff0baafd,79f1ace2-aaf0-4acb-a863-7ce3ff0baafd,Sunrise Textiles,79f1ace2-aaf0-4acb-a863-7ce3ff0baafd,17,107,100,Clothing and Apparel
00d992b9-4586-43fc-82a9-aa84df223e6b,7b6e3c7e-6271-4e82-84cf-f36016ab2de1,1564,Crispy and delicious biscotti flavored with cranberry and almond.,8,4.19,Restricted,Energy,7b6e3c7e-6271-4e82-84cf-f36016ab2de1,7b6e3c7e-6271-4e82-84cf-f36016ab2de1,Evergreen Plastics,7b6e3c7e-6271-4e82-84cf-f36016ab2de1,8,39,63,Electrical Components
00e0c23e-5abd-41f1-ae27-dc1916384e2d,0f9977f0-065f-4e0f-99cf-46375a6cedbc,8523,Frozen smoothie blend with berries for a quick and healthy breakfast.,8,3.99,Unclassified,Agriculture,0f9977f0-065f-4e0f-99cf-46375a6cedbc,0f9977f0-065f-4e0f-99cf-46375a6cedbc,Ironclad Tools,0f9977f0-065f-4e0f-99cf-46375a6cedbc,8,7,66,Industrial Machinery
00e726ea-b730-49df-b9a9-337387c06d08,e22c0496-0024-4a30-b109-ac47cc0e9368,17554,Nutritious energy bars packed with chocolate chips.,15,2.49,Highly Confidential,Real Estate,e22c0496-0024-4a30-b109-ac47cc0e9368,e22c0496-0024-4a30-b109-ac47cc0e9368,NovaChem Labs,e22c0496-0024-4a30-b109-ac47cc0e9368,15,22,100,Personal Care Products
00eccd17-87ae-496d-b5d9-803401c3af8a,223b9fb2-d52c-42b3-a43d-4b93df42a70c,6850,DIY kit to convert your smartphone into a mini projector.,12,24.99,Public,Automotive,223b9fb2-d52c-42b3-a43d-4b93df42a70c,223b9fb2-d52c-42b3-a43d-4b93df42a70c,Atlas Engineering,223b9fb2-d52c-42b3-a43d-4b93df42a70c,12,68,98,Packaging Materials
00ed6be2-266c-46e0-9829-214df7127bef,e69fc0da-1d0d-4419-9afb-c4e19b32038b,941,A classic white button-up shirt for a polished appearance.,8,44.99,Sensitive,Manufacturing,e69fc0da-1d0d-4419-9afb-c4e19b32038b,e69fc0da-1d0d-4419-9afb-c4e19b32038b,Pioneer Manufacturing,e69fc0da-1d0d-4419-9afb-c4e19b32038b,8,116,63,Construction Materials
